Title,Company,Links,Ratings,Address,Salary,Job description
Lead Full-Stack Developer,Method4,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BZ0Ca-m__vDcSeoFKRL72PJHht1tLjctIyM2S6V6xAGBLgdjISSW5aQcg1a594niDkAED4JX5TO6VSgjxc4rpHQ1V6YyqfyyBDXgwc1Q0kBxBQwJdiZaQupp1fBntcCHkhJHV9DKJOctey3AA43DpwaqTWgjgl5PQ8K7ab5oFQbIV8xDk6G614TOKE71NgWp2aAzvYdBmHa_CVojRMOSiVwKk3wVki6alRWCOM_o-hNpERZ9ZQjOAQAp-6goZ2YPQZLEcW7vF40itRlm3zPpp4RzYNMLwdvdkBOlkURghKYgobIVIfYIj72CNcykqA9HefIiignneHE8npzftl0kOEBFB_rOGAotQR03TcFIKWo34ZP5sTYPF9QNBb8JeVuyDhRDlwhDEcUgsxRp6_TckGMIcAJbumQ8MsMZDMs-YlPLDz6Eg4nkCLo8PUqZaC37wPrdSib1Gfn6YxU6ZOEKAVSrcOfqX0tT5500u-iFzLTQ==&p=16&fvj=1&vjs=3,,Cardiff Remote,"£40,000 - £60,000 a year","Development of software testing strategies.
Working closely with clients to develop complete software solutions to a high standard."
Software Engineer,Auditel,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BmgdxoGXlnRkHw-n8v6Nphuqir4F6WsdrX3dLoJOmMXR_oGJ3rHoRBQG47qtpLBQmkj00ZrDZ6J_JAL0T9ajYYGjaZQvpxqVTIV8cDDCBnH00YU4D3aj8r4xSGnSPsL8sOqO4dj56I5_YdtlhxbTziMOtYk_1nKQ_Qbnk3wAWfjLhxgpwTy28ron0dTw1BaYJdyCfSwD1djfnX5JCUzxrG6_rOvkkoelB5AHjcxEoDsgXt8BSua7UUxCP13CzVEk-LBsdqo9lt6XJRGeEkXycK3CufbUnayUPqOFEb38b_ya-nVcC95MGyJeI7ZKMVb56yOdXYs0S3K0nly8gOOYGx9NbwWVCiIq0YlKaS0lMbFBm2QuynW8Vu1HRcV5hBrJfsyXaZTVlWCM9BIq8BsDOrWysORUWCFTyNtduW0ktBCBZNlEW4AdAaSnVNHNE_s4VeZpTsqTUHF5SA0XgdiKFw&p=21&fvj=1&vjs=3,,High Wycombe Temporarily Remote,"£40,000 - £45,000 a year","Experience of embedded software development using small micros EG Atmel-AVR and the.
Experience not important so long as the candidate can demonstrate ability,…"
Lead Web Developer,Warrantywise Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DkV5gC-_6-y1b8j52I37hrZt_ItvGJpenmnSLqlP4XwRrwePEpmSnJ-sM_rrdtqQOO-KmennVJLPYDY8GNnuufg-YUAIi9B2WkbDIJ9n8rmIocdTyB5NcgabJ2YGj21FzD5b-AAz9576ES0zT6sQc13KP7QYXYPgosQelGAqUVh8HLVVp9DD1mb1ko-MnmRvasGTu3tdwMtenHR_Td5oGvpj7VMhQDwZ8ebs5oN2g_J66a7NOvQyzU_xd_f9faNXnIaWXXbWQ1sbaqblgwJad5VNrlzyRegRsyu_eUsj_RVXcljuqoOfz4JWzpp3FagESC50153BW4QhdOtSFiyKThqxyTvr1cn_8mFx0cXcbXUqtgfpsdJY385V_OEn6aBNyWjtCZ-bul_u0eN3aPSUqYphBYI0WRjobL5V0J9oMYuFmj2YtLXZJrM24HTCUZfOKSVuy37rJ-q4X7ZvnOGlf2w7didj1R0woiCslfRiRSrw==&p=22&fvj=1&vjs=3,,Blackburn BB1 3NU,"Up to £45,000 a year","Deep understanding of factors affecting end-to-end software development, particularly commercial implications of implementation and change."
Senior Developer - Systems and Networking,ASK4 Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ButeyCgU-5hK20INsb6KtBePkOR0JlOvR5dIn1aGHUxJh4VLIecqhYUL_H-0vA7bEpw4Cj8Ssqp7FIMDwYfujPGvJu-bB3aN30lqD3ZfeTBVjbbGnjuj9w4lgcn1EDy6uF0REtWiqc86aflMgpp1BQFCPwOPc-h3TOFvHd9TZQJWI4My9cZwcBuulh943-8BkOM0d_k_plsrrjawyE4NwNkJgSNvf0j19UK90emSBIAsNU2IiWwfqgLYnXDpOq82U3IlnGkHluT-iFYUehgultcMeM5QGlzGxv9fJkmPOxgT--owxs08V0e-NklCm8zOnCaQ11p6-rhPZjHfJmQphNxINENx0Sx-oDKu_rk7rUTPbrfuDh0WNeDtdWZC1hqsieYCGv_60hAM8ezQpPoe3xArKpXivsiinstewiIHy5Ul0YbRT_DnDezS_k0uv7d2krag0woQPaBSBM0CTebfTA9sqWs2EksngWI5ec8wT-12FVHzoA7lXr&p=28&fvj=1&vjs=3,4.7,London Remote,"£50,000 - £60,000 a year","To work as part of Technology department, responsible for guiding technology decisions, mentoring junior staff and development and maintenance of Ask4’s…"
Node JS Back End Developer,Word360,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIkxZx754hWNyV9XrE8odDvmaoVuvUHun4VUGsbZ6iNzf1uS8JSWr9ZoraHvxJCIQl4B7jvMOeq9hB99Qs1MQviu5Hs3CU2r2bIipF1iQoJnYZbj2rYuZdbmrg24u2b6sBeta90orKyg-Qxd44MR-cIq87zIJnah0R0W846oXKJEEcPkk2N8sRTPNTccvT2EtIJWixA_D6LHsKJIJv_FlQrPD0jNeBOOUEWwKESQ_jfG4lSKo9ssAgwOY6XHrgjf9PDRaP9WL_NCQBX5KvR6SF1O8pxdD_Eze1MlcTVSwUxKZdZkCvOZA6v2L8TyijPxGXqpjg6N4bOMT57pYI3dNzYPqAxxKsjd56SJ46Eg3d90YG8R-VEgzAoxEA7tK61DOxukRc4fMbyIXBNGDgskr0ohMQuTp5ehgSH6a9GjOLf_ald8B7UNp207dH2DgKWISznj2D4RCZ4eHg8pzhDBsXGb32GJMBmZjnb3WvlaezOQ==&p=29&fvj=1&vjs=3,5,London Remote,"Up to £46,000 a year","Have a minimum of 3 years’ experience in creating software and developing solutions.
Experience in developing aforementioned tech stack."
Umbraco Developer,Method4,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BZ0Ca-m__vDcSeoFKRL72PJHht1tLjctIyM2S6V6xAGBLgdjISSW5aTIUfEdcgct3vOrPeXOzlHR-cffRdWyzI7CCqptok-vJjTenoHaneE1aG730LM4bICLN76nVAM_iiEyoqNpiUePSel_ek0Gru9ajAETf4PEFiTq1hiXx_mc-axjgbiWeHkDSpK9RL5Udf0_0JaaETcxAIZ50S2iZIXwLqQ-z8ds73-fUKFiGt_gl6sgBQCokCuXKUvBTBkdAireKX8tUIKsCX3Jh-kCrkDVHioeEcPrpa7sJXUQ0eRNB6O_QraAL4c2KbL2jwWf7-8bEcb6aWGC7C2yEpL0v7a95ckw1-f3TQ9_uhELs_ByeEf_z9LcW4LYB7ob1AJeC-UwBHwxLSubjWRjI2eowa1jYFOhxH9yaV7PRqYE9R-bkbgYUpvKBYqw_-A00Nn43mZZEVxmRzZ4gyvsDtjofK48Vicz_9VHU=&p=32&fvj=1&vjs=3,,Cardiff Remote,"£30,000 - £50,000 a year","Secure software techniques / awareness (for example, knowledge of OWASP).
Working closely with clients to create complete software solutions to a high standard."
PHP Developer,MyWorkwear,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DJ11MVAx9OFGg5DRdYsG8y91ZHSZYUjJ2HzNxQ2YZz60u0w3BOvO2HQJjfIOMAWz9oANUOEkxll6hLa6_aLbSK-RYTlnMRpqILF4sB68vJOs1IJhOaW5Ay_k5Yn2e4GMZtXZRsue5ApjfH97gIAze5JSig7g5jlftMHG08ndaGKWknQk-FWeExhlZ0yEx9j5gh5Mg4oH-UpqROHuY4xHPZvVs8lkkXroAugbaCtpQcE-O6anb3_x9J42NNLMFpQrjeUlY94gzY4S4y_UYt3tyx05GjIIJspc2FiIJjk5d4qi8c-NtTUaOUHHrZoDDmNGwxE4bq77wPnelW1Vu107DUTf6B-iEmqWH5t8rcKP6ls3MBOHhwShH4xXXUdHLr4ePIT7Z2m4F4-92vLed3GlHFFPihf5_rJ-7Kwj-zkwXi1CthYjYq921j_40_xjxAz_OBNexgkBh7XYNfMFPFKRUM2ltI7gF_bpQ=&p=33&fvj=1&vjs=3,,Telford TF7 4QW Remote,"£28,000 - £35,000 a year","MyWorkwear is looking for a Web Developer with experience working full-stack (PHP, JavaScript, jQuery etc) who, working closely with an experienced IT Leader…"
Software Developer,Centegra Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AxzsayBaYgXxXZEzanw0mtl-CBhqm0KM8x6CwqvPKnJNuEpaVycdpI-J0r0NspffIxrI8NfF8Z5OjzYDbC6tPtELt2vp5sbpLuVAR_bybSXYtdBQy6hDaaTY1sK5oz_4hSKr2LnTz6JN_Cd5J20bkXQJxt_Lv4Q4EKK17tvY8HNdi37tZw2pYd7LFNWh1IHP8MwYHbMh4PH2sup0Ybv-sqFPeH7xiz34L1OyX8OWhcTcGY9ZNK7TNSgWNO8qxUmBMAtm8fe3pFwwPZs4kCh5PA5r1xOfNPysWncQh645QMpHGC8E5eJEvEFMEhj6PyE5_5Lb7DJXC_-lG-cQbCuWnvLGx4IvPt9OxxngMuleEgsOCUnZ9BKrI6jce9jTGKHiWjmQJcirdLvuv2OOMOJrZRIJHiI3_9MGjFA5ykrhjTmijvxuMmgynPXjjNalro6UgK4GnweeWhOV2e2P2Q3I99RH92LC-bNyQXlPQBAL5FTQ==&p=35&fvj=1&vjs=3,,Crewe Temporarily Remote,"£30,000 - £35,000 a year","A Degree in a related subject, or substantial equivalent experience.
Ability to work alone and in a small team to create complex solutions."
Full Stack Developer,The Portfolio Group,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4cJdF5E3x0Xe0qdvA-LbTb0JaCHkWcxO6aclA2XgQdOCRYbtWItXdgqW1-syumewno_9Dp20nXKITsEAYwUmBOpCY6U5XNriMAknq1kMlShocCJ1MpXbq9K63AlPmf49UDbF3_yRRvIz4mr72tObViodvdyQ3rDh_vnyVN7Eba8y8pbXun12khcNNzjmDBCUQp47b_DGPtx1rAKkUo5_Hupf31KWokadnge0l47h-AQ-YB8fxOmUEVdkCahVt9Vv--NVGzl3zYb49d5TCG2Lg6PSnfD6Z3TlBnXGcScNqSEoMQZtwBznr2kBQ37gGNQA9ybQ15dvs1elTtPU7FFn6BzdPt-6aEnooktOUVndgawOYCzW-z7upvZJkcYqEU4o04Zyyw08wTBhIHgz9-PLycCTWHQA6i1Ip_ZLOrc8MEode4h2EKOSNeMvDd0XPgZfeuppwz_2PmPuhDZb1YT1hTG_4XTnjGQrI-y3AQq3aNgtUzMOUi6boUBFg3DMe-0Km-uMSmY1Bnmzp3fFERy_1&p=36&fvj=0&vjs=3,4,Manchester,"£50,000 - £55,000 a year","The role will involve working with C#, Web API's (using SharePoint API's to query data such as, REST APIs, and CSOM).
Maintaining and upgrading older projects."
Software Engineering Manager,STEM Returners,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ao-n89LlrUr-4X1uvSDm9SNUnWSeNr71gA1KwoUdLg2Y3Zsrlbv5JcLTROKJRKCp-bkZu7mTbVCjTaBC72aIwn30Fvdypdgpss0eFT9-rF1qtoScGsPsogTyckJ5UTVqM5GikoQURyt6pC7rj2sFWoAG0zqDzmY84qOfFQHfiTTFTYj_xq_BX-ILyYddqTIc-vTA3QGWPJe-ZyWtRvLVfM4tXvP2RVSfsnPxpc_Pdn0_RgDtsyC1xEUcr6KajfOOJOTa3hNGeNkzKL3-HHfalxkq1eZpsd5NS_Ghc06wThf2SVgh51CuJylhgG_Pc8kuWR8euEuIJY7m4zEgKaCoIU3GB4RxG6In1RDmQXQZvi0wKpgnyFrP9wpMXBYggb0-Fdnx6rAouQPbVR29g9yFX7YETqcxIeeeRVYy0gwY27ChpBd4MtWEHUdIuYiJ5hqGRU5yBdWN86D_5ZOd46gOxH2mP1SNLX4CL9XB52f5e0hjn2PMGcoM1W&p=37&fvj=1&vjs=3,5,London Remote,"From £30,000 a year","STEM Returners have a brand new set of placements with RS Components, featuring flexible and remote working!
Cloud native strategies and continuous delivery."
Javascript 3D Developer,Pikcells,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A45CzDjP0aTtP3vKUxhh-gjvTD2OyGYejpB3jULh5zyJEj6KbgbbDCKZNro2-6_1vhVNwiu6H0fMpNRcNQrULJapYqADlv2L3M_u6QcG-rT_eOUBD4Kj_pCSkPYphGIDgmslaVRJQqIAv8zWQFXbGQuhJ-VXwvM3hZA6d-tedpkEj7Xq8Kh8H2G9FjS9WpFxFr_Bl_ckaekcMNbiAxbkRlK-qqnfUNHFdKrSrrBRCHAFOfx0-FDMfzlG5OrVdE7QsuWbc229VQSXPLlHF9IObVBxGH_0PVc5AQKdBz5VQxCdPgTjZWosZlNcVlrqlZ4ZYOGtNl6m2GMrIuZgf66HLFa0m7hWy-GXK2oM2IzJSVfAbAiTjgwTPs3_ftp1-n-5d-TK7Ci6OduOhtwD_9C7Vv3UtipQhnlfuVvEx2SFahnS6TVRmqNTcTDzIG2Tst_RZFGkQLQmwpf1f4rdbK6tlgLZ9MYD-6-70dPfw5ax2QlWiyGJJBFFU8&p=38&fvj=1&vjs=3,,Huddersfield HD3 3HR Remote,"£25,000 - £50,000 a year","Closely working with our producers, coders, graphic designers, and digital artists you’ll help us create, modify and maintain projects across a range of scope…"
BI Developer,Midland Heart,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cry5D9--kAfWbFuzuEJlrdA2padfpZWWLcWrf9QD9YO9t9twD5yRn0vW47E0xV2zilFHrwSRXKieYL3wBPeKNpoZCORI8qJTOOGUpmn2EnjUWpZi_CicbVkXn7UDCif42u_lbSZHTPu4j76-fwGe3rUl0CM4hC2uIPBJFyG1XH3lFmnS6_1MJXHA2aMZC2vK0rOqD3sdOAoN12AWqxFzVEaIxtECcaFQP---A42tqNoupdkd53URxmFWOwRChK314CwLWeynBr8fBosw0ax0g-CV4j5AsESh0joExzmXccsmUAk2AQRXGOfeAU_6hQ4BUXHLPSmZC_TgjoDl2gTYDOYC6y64xrDKdPSWVHg8ZEMFPBQSdfAXWoyBoyqQhae3csl6i9LA6Y81H6kItKWiXOYctXAD9BZk7CCA-R4I3ZF80RVZDJlnsIuzjnERyRMgWCl-LTl5Ia0-359KDW4-ez&p=39&fvj=0&vjs=3,3.2,Birmingham B15 1LZ,"£50,737 a year","You’ll contribute to the success of the organisation by designing, developing and delivering Business Intelligence solutions; from eliciting and defining…"
.Net Core Developer,RLM Recruit,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CD_ZZfHgGZxCASUsYrrVUfNl7BPj3kfS2mgFqxVnRVUUS_8lXhTCRwcWpa7ekXSg7LVYk_RllYyl8cjm-Ywi_Vs6huKSrW7mDFBu8q66V-b-T5yy6rRY6M2AWgtiDa_ga7IsjyF1VCJf8mQyYfdRg083tn5dRV-41owceyptyDyXHsiRawcB8oiGad3o-7uVBJCiUi5sd-wYeUTowE_l9kL8yI_ZO859SOdjP7mzGHdGC8DXa4_beZSPeTnEcU8sIaga5GbPU-ufkYDSYyQRYwoJ49vGL3I8MEPUdoxuX_W_eviXMK5jyB4BcjCPvChKSH7WYRde8L2vYpIo-qjNF4XCASGII8_ohzO_bh08TIshZF3MhB4mMG4_cofAi_uJwBvCYp294gtm9MWm7LsGdOWk0qnIfqX0wuPxaiySe5I9fNKZJCavWgrh-lDLtSsbY9FswPsXV0Y0PKG7QJPYlMOLFf24eUEXM=&p=41&fvj=1&vjs=3,,Croydon CR0 Remote,"£45,000 - £50,000 a year","Net Core, C#, JavaScript, React, SQL Server, Azure, Microservices, CI/CD, Azure DevOps (not essential to have experience in all of these)."
Business Intelligence Developer,Parkingeye,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BjslZXaOhrsTiLZpl3J_hEcv6PFeEgt-_CmiHsCB_dcioNLTBzjDmdH0JTdsCkZJ8Dvit2rfMTv-cDme8mkf5am14v_CSiFtwp7C4R38Z7dd8qphE5wcDZaPn73e8Rioxy-1-9BTaui0zAitAsQPi4O5bqs9Zk6J8PKC2IdlqKn8W1-kgHxSnoWGwWYMl068oGXF4y4xcqtYQCDzkSZGD46v_59GJOXF4W-MaEb9kt0VDeXJQbc3Z_tmN1XTv3tURZ_wOCtGs14bJy_xTZFk6Je2V9cTQKSFz87Yokq6ne27eTJQI46FYKxEiap_wts9OQMkysW-LbDUwbVpUeLE6HdeprfaCj8g3_GWteExfVLrtor3jL9VZ-MjRGeO2gqi9tI7x_LsT28G_8Op20vh8Jmt9668zhK7Jby0Nu1tEXOQx143mgaReqtHATw9P1jkoSxR5S9ZXufDq01GN66EiuCo43eQsKsT0olRPpBYK0QhRV0srFJ5Do&p=42&fvj=1&vjs=3,3.4,Chorley PR7 7NA Temporarily Remote,"£40,000 - £45,000 a year","We offer smart, flexible and integrated carpark management solutions to help increase parking revenue, reduce car park abuse and improve customer satisfaction."
DevOps Engineer,Oliver Bernard,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_fhd_CRRWfjpL7HHwqJdZU9BC2W1X3EDhWaRf4nSrl00OPq7Y-a4doHvz1eg8XJuWsMapWJwimthJ2jcIK73gHTjSTUjTpFLgMHl3nPXE7cKiUoqHDZEeIdRZPn0d8WWHyix5lIUPPQwqYQ8pHnjQg2XL4iHUscevPl_KlYf5j9IdCNFYA60Hb4lcOEtYHEvA_GBVFV_SBiHhwd90ZRUcjqS_kF0wac2NV8uG8FH0MTxvL5IiurS5EfOE_Wd3Q2eXv8zMG_e3pEyh9gUYLqGP-EItyc2humOxpSxjBUpQs9VmYRs-thToqAPWkqjTIocLxkrnr7Zo9oP77m4_oYa75jPp_KhaKzbL2rfq8CkzYoMTzF6mhmmgb9pFa_equZcfa7o74uz_yh3B2928LlVXRCtRL9kWeYagh_LLOGcCb63jnSOXiyprZxJKt3iWvqkyJaf02NMo38izp2zOFjxgywf2m-SikpI=&p=43&fvj=1&vjs=3,5,London Remote,"£70,000 - £75,000 a year","Experience in a similar DevOps / SRE / Cloud Engineering role.
Good Cloud experience with AWS (knowledge of GCP or Azure would be useful too)."
Offline Programmer / Technical Assistant,Jobbo,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AxzsayBaYgXxXZEzanw0mtl-CBhqm0KM8x6CwqvPKnJFr20uwMR3jgciV_o2585fvI1ER9JrfAiU1v3nUu3w2HBuYSVcgYcpL3jkjLnoUfopQoAvwB65tW3kcQ1-przl1BZbzzNM7lc-OlUN5wTo35EyLeYZpdJbLj6swqas7WM0r9ccLQP25f9eOM0w9ad7-3NE1-Ak70UXyC6mzmf7_xqBCx9_tI7nne3aYL6Ij3uD9xJqFmA9x45VVBxgjuQ3Di1ZAFTyYXYK6qBNYDPfIIPYvYmdNV7RSrLwXPrqvF7mxFKMm1unGXhysdf1DmEy1L_TuTIMdgV6LZKQoQnLkPIvseSANeFYJDMWzAirFD5KBS97H9Go52KExfj0r1l0T7l3D-icsxB7P6KeC_2z0lQE4MyrWk_AfP1liynYRFKG_oRA88gkuI_216HK1t4hZBHWDbn0k8HxdyB0tuTLkSHNctHwHk7_Y8N_aMcm5gIU5xl4A5VYUb9O3Zi4dy5aU=&p=44&fvj=1&vjs=3,,Tiptree CO5 0JA,"£22,000 - £28,000 a year","Creating and seeking customer approval of 2D technical drawings using Auto Cad software.
Formal training for CNC programing software such as WoodWOP desirable…"
Equity Derivative Java Developer,Michael Page UK,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Da9xVMNybXuHG7DPa_x9drl7LR9bOIf8ZNAOgqHjt-XglRgw099LojKP3ra5fcAWC6tJ7enJP5boOrapi1-xXjF03mxQzhUKYq_MEO027pu_96yLkeBfKccuxUNg5lRPp__rQA1LuRGc_La8aL6ojfD3hNI-wMALhJaN0kMiY7MLrtV5MY1cZtwbJukYdp6QouX4QoOrsnij4xpoueGet8MMaMLrEB7-lmWZuS1q5Cu1HCiM-porsLzvt-0FIrQc3dVLvrRdWgkQ9FUZua4n-l37PKzg4-2W8NUPKiY8Ud_jgnuEXwAaHQedGH9900AeyUn6OC_PU6tBfPLyvJfcrls8KchBeX62uspmo_CHxbvvHK1thNBrIsa7yEKKCWbEM-7X24Qu9yvOf2ZcT2sQV9WmWROX-iD3N5jK2xv6H-8_rZUTiMeBGzZy-9xbM3qsjZ0SxiQIzCq0-TPmWoARR7g6skNtH7IHfgz0TTk4L8zfq8XPI-Pao7XG_xMuvqCbBY0UAhMJF9QuelKsTaHRRyhin7-ObvUxZdoe_l6E2MQ4JpC2PNg2Lto26JLBQ-X4Qe524sseqOhj0-v4G_48JOmVwoJbYrw_kdz8W9H0llLpqD6XxKHw5ZKhQHD75LD761y13UbaDtzIV1D2eTBYH4Z59Kdmbao59qG_fJD5g3_lCwCrYP0FfcSITS_u3AYhBsVPFeIKzACw==&p=45&fvj=0&vjs=3,3.5,London,£530 - £630 a day,"A track record in Java software development - as an architect might also help you.
Become a member of the Agile team responsible for designing, building and…"
Blender Developer/Animator,Technically Creative Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ck2tu4t4nP2w1pJInGgIyKakCF0oA-lUMKF-MmP5vepJFEdxhuWZ-CvD5rMeS4ASTWN6WMCCNCzzcjTrD_N9tu7TpwBglVBBDYcefTc4NvWnwndbAiudu-e_WhvnL-rb5pN7toQOKy4VD1Gid7vYC6CZVvZqzha-FNPFsoHmVzro6vKoeeXyYCHtcuV_HUacQsiGeTpbYa239IQ2j9Z2KFAGQkWp1ms981Mvoj65gCNcbDhkz9iLcWxey67kEN7V0VdDYLK9n_m835OIDGKKVzRjHZvj_st66WUBvUjSGoB_SPLsVzDmq7I-Eo9ElqFm4f8GHVDztQeRFf9YOt9Xb9wYz69KLsaMCzAyiB7GJd0FJyLf2JLFpiks48GmAo1NzSn03d4q_pPVTtBTA63L-leQtWWRf2RKR0nrdYzK5-p6TMfqDWF9mP5Qfb0nugo4jBtxKPYNMpPjfvoul3mShmSIX11NOsyp1yvFS5yDNjqP7w22_ORQvn&p=48&fvj=1&vjs=3,,York YO41 4EA,"From £35,000 a year","They must familiarise themselves with software used for team management and accept tasks through the software, recording their acceptance, stage completion and…"
Sr. Software Developer,My Claim Group,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsOs3hkogAKcgSAKW1f0Nvq8u-XaJKEefPfpvRkOQkzGz4got_otzg8vzYByvVDqWgUazdWnfbgX7TYC-eW2spT9he0No2Q6qT_mLhYWDw7f4ygPVWTRB7jimu-0N6KGdf6SQJ6wWoLCgNmiBerZkvWyM2I8A9rOzZg5B7mAfDNsibvgXQ1a-1HqUPqQm0c4bXDdqgiOOpPoNZ4JukKWvh1Nj2vs3U0v8Go9hxlPo9YMVGXyl7bWpjOgCrGnUxu76xqKMRdu7Qvjxc0gPpWtM-sBssNr7doogffy05cbeKRPncU30jJtf3kjZGk2FfCCJnDnjS6qwyB9tvRlFvUuVQU3vVc9d5R8al4D2WI2b_z3IQ8oEgrvPoVcz8SD0FdFughHfbWAUeGY_EUAl4zksnC2hshRdz0o-qg1bm9PgjNYtthFTzr_vQcuvUICRO54OQAPcjCPJonG_zrPYFsw4sH2rwlBREM-IIyfobhnVO_A==&p=0&fvj=1&vjs=3,,Manchester M22 5LB Temporarily Remote,"£45,000 - £75,000 a year","Be technically adept and have a deep hands-on knowledge of software engineering practices and principles.
They will also have an eye for design to ensure the…"
Systems Developer,Swale Heating Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DNBXt_Rmu4Sa013jnNDSBQJKoiA0JRVQ_iCYspz2zqRgbcqzuWRhkqE1GEZf7N-aXRhXGqq2tQX5Ya1RFl20aD9q5D_AJDmA4BzofUg_37EiBbZdLpz05p7Ap0XtQFIEWmBajteNhvo3C7mdcSlFRVP64uBDPfeeqVPWFO4RcfeddQV1y12Xv2ay6g1O0pI2D43LRGtpe7Jqo6j-3v8aWNrDOpcvmd91iS2JD1B1CEjqB3gqwac-j8iUefYyZvAuxXWJYfcPZLE7GlNBdZr_UudLzeJOvBJOqoo14Clr_8hxwCxQJwBqMH5ND6is5FHKc2LJgD5XbABMCE5dAoB36ouGDMFxQV3weV9XEwivCO4QpfyZ7OgHL6KVOfD6Dqmq21AuduuhT-CBbbv33R7oyvkxsDNbXNbyAH7rhAq_4AmnwqdntEo3QndhrVWV9Zo7EyK1nHa8K2Q3VpGYX5rgqOBfQ-MgDcQyWm3VQlaNjDdQ==&p=3&fvj=1&vjs=3,2.3,Sittingbourne ME10 Temporarily Remote,"£30,000 - £40,000 a year","You will design and implement software to further enhance the company’s vision using technology.
Assist with client integration projects, covering the full…"
Senior Full Stack Developer,Cavalry Healthcare Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C7iff_Edk9wdbvyvcneSrNUDsdTUrv_TawaAXBSfg5NYVz7fggztZ3viTknSXUqwm7ZHsLXKQp6umx6D_NAEQcUbtpd7fY9pi7KhI6TOu8ZrpHFfjPiJ__wVzcjHuh4m-2I-vF70H-mv0cWQIvQtGxwYPNJUia4STemuZMjzxTRshSL_gvMPcE83AEoL4Xfp707_VzDetOkoXVVMF-W5Aj9iJ7FjAJOSS71wEMgS7Shs1qmN63inyMMEOygIV869bKvS_Tkhn-Iq4MnXOoQI4VFp5hDc992nJh6Ml-5aKoXDvA_qMeUUcdu9S3L7vMfx_AA4LWwtebQ7PqhHMkYlSyFn4tONC_YPyul1upYmu1fY1-obFaPzNzEvMIFRRGGJLH37ybxEts97Pei1qjFAVHCJbvX4FMszsHjQp6CTfIoGVFW1CAjYslbXlBkgyMoJ_XzWppt8L0w5ZXi8gv5sbmYKneREAGqbed679XzoI11VfgmklDvjPdXxkW1KmcLZOSUuh_L7xiKg==&p=6&fvj=1&vjs=3,4.6,Blackburn,"£32,000 - £42,000 a year","We are looking for a Full Stack Web Developer to join us, supporting us to build our bespoke in-house software.
20 days holiday plus bank holidays."
Software Developer,Dental IT Ltd,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_MFseOyBSrDXJKl1Ws8xr5J7sknDXgWmPqQiIJP_H5ytQU_3-djbamsDqiCB7DuYqs18zDg4eQmRZ7Xw-NReeXuFXT7Jl87FGjaRC8dS5Fh2IyOYIOGl1hqmo3PGgd6sHxFn4-A2hSj9bUg8C9OWSuZiHt9YFDNho5Hf1pXf09LVhjr19YQg09DW8DmWSfnBdKhWAv9GEoTI0xvZWg5t1LnXGXGdO95eHNt9TvMnUswTJFTtr5Mao0KldgTpn5c4VzXN93aGSJhV7Q8UgC57Geqsbv-XgjA3hgFao-wfxkWsVhn2hoDF1Ut31Ji6TBOXeLEqRClEiE_ojoCDtAJilgGR_YC0ZD345MAuswuK4-3uDNioqVjIot3zBSGDCBr81bXxwlVqa9OfBt-NKga0f8A3H88gMAQMlcZonE7N2H2sE4k87aQwfeaJg6-OzO3Mnr8hHMggNy60CCWVRqecjRGR29TkSx3s=&p=7&fvj=1&vjs=3,,Sheffield S9 1XT,"£30,000 - £50,000 a year","Microsoft ""Power"" Platform (Power Apps, Power Automate).
Hours are 40 hours across Monday - Friday, but we are flexible about start/stop time."
