,Unnamed: 0,Title,Company,Links,Ratings,Address,Salary,Job description,full-description
54,54,Software Engineer,Tes Global,https://uk.indeed.com/rc/clk?jk=06b9cb7c69776f79&fccid=287e5cebcc39195c&vjs=3,3.8,London,"£50,000 - £60,000 a year","The successful candidate will join an ever-evolving agile team that includes Scrum Masters, Product Managers, QA’s, and fellow Engineers.","Title: Software Engineer
Location: London, UK
Full time, permanent
Salary: £50,000 - £60,000

Tes Global is a global digital education company that has been supporting educators for over 100 years. We power schools and enable great teaching worldwide, by creating intelligent online products and services to make the greatest difference in education.

The Role:
The successful candidate will join an ever-evolving agile team that includes Scrum Masters, Product Managers, QA’s, and fellow Engineers. Working alongside our Platform team and your Scrum team you will deploy your code to all environments and release it to our customers. You will be working in a team that actively encourages openness and respect of one another. You will work alongside your team using transparent processes to inspect, adapt and continuously learn and improve.
We have over 200 services running in our live environment maintained by several small but highly effective teams. We have a variety of supporting technologies including MongoDB, MySQL, PostgreSQL, RabbitMQ and Redis.

Key Responsibilities:
Work within a Scrum Team to deliver agreed functionality fit for release throughout each sprint cycle.
Actively participate in scrum events and workshops, including sprint planning and retrospectives.
Collaborate with our Platform team to write CI / CD pipelines and deploy your code to all environments and release it to our customers.
Provide support, mentorship, and guidance to other team members.
Work alongside other Engineers and Heads of Product Development on Tes’ Architecture and Engineering culture.
Work within a BDD (Behaviour Driven Development) and TDD (Test Driven Development) approach to ensure solutions are robust and technically fit for purpose.
Bringing in innovative ideas on technology and process to improve the product and delivery.
Education & Experience
Experience of working within a team following Agile methodologies (preferably Scrum).
Preferably experience using Node frameworks such as Express.
Familiarity working with APIs (particularly REST APIs) would be advantageous.
A good understanding of design patterns, asynchronous programming, queuing, and caching.
A working knowledge of some or all the following frontend technologies: HTML, CSS, React and Webpack or similar.
A working knowledge of some or all the following backend technologies: web and event based microservices, Node, RabbitMQ.
Familiarity with some SQL and NoSQL systems such as MySQL, Postgres, MongoDB or Elasticsearch / Solr desirable.
Comfortable writing and maintaining microservice focused unit tests.
Experience with feature toggling and A/B testing is preferable.
Working with containerised microservices using technologies like Docker for local development and Kubernetes scaling services in our live environment.
Confident driving and understanding why application monitoring and observability are important for our customers.
Good written and verbal skills, able to translate concepts into easily understood diagrams and visuals for both technical and non-technical people alike.
You will ideally have a degree, preferably in a technical subject or you will need to have considerable experience of programming outside of your degree.
What we offer?

Flexible hybrid working
25 days annual leave rising to 30 with opportunity to buy extra holiday
5% employer pension contribution
Prestigious office with free soft and hot drinks and breakfast cereals and free fruit delivered weekly
Access to a range of fantastic discounts and benefits via My Benefits World
Free eye care cover
Free Bupa Health cover, Life Assurance & Income Protection cover
Discounted Dental Insurance
Cycle to Work Scheme, salary sacrifice benefits such as technology and mobile phones
Referral Scheme
Season Ticket Loan
EAP (Employee assistance programme)
Paid for monthly nights out
Access to an extensive Learning and Development menu
Various other benefits to suit your lifestyle and wellbeing
Who are Tes?

Tes Global is a global digital education company that has been supporting educators for over 100 years. We power schools and enable great teaching worldwide, by creating intelligent online products and services to make the greatest difference in education.

With more than 13.7m education professionals and enthusiasts in our online community using over 900k classroom resources and working relationships with 25,000 schools in over 100 countries, we have the scale to make a difference. Our innovative products and services are delivered through a range of partners across the globe. We help schools find the teachers they need; we bring new teachers into the profession through initial teacher training; we provide teachers with continuous professional development and help educators with safeguarding training and compliance. We provide innovative tools to help teachers succeed in the classroom as well as bring educators together online, so they can share expertise and provide them with vital news and information about education.

We are leaders in using digital technology to make life easier for schools and teachers. The services offered through Tes.com play a critical role in helping teachers and school leaders deal with the challenges of providing high quality education to millions of children across the globe."
55,55,Control Systems Software Engineer,Datasource,https://uk.indeed.com/rc/clk?jk=2665063e32e779d4&fccid=290ed65fe937e741&vjs=3,,South London,"£40,000 - £55,000 a year","Our client is an industry leader in all aspects of IT, computer network operations and cyber security and is at the forefront of the challenge to find…","Introduction
The UK is an important market for the company as a supplier base and a source for technology partners and our client entities represent a major component of the company’s global business portfolio outside of the US.
They maintain a strong focus on export business, an area important to their success, with sales into overseas markets from our client entities accounting for more than 60% of our UK businesses.
Our client is an industry leader in all aspects of IT, computer network operations and cyber security and is at the forefront of the challenge to find innovative solutions that can effectively defend networks and offer protection across the entire cyber domain.
Candidates must be happy to work onsite and gain an SC Security clearance.
Key responsibilities
Design and integration of PLC control systems.
Design and integration of SCADA systems.
Production of technical documentation.
Large scale SCADA development experience
Kepware OPC DA/UA Client and Server configuration
Industrial Ethernet based communication protocols and networking standards.
Skills & experience
Proven ability in control systems design and programming.
Understanding of commissioning and setting to work.
SCADA and PLC programming experience
The client would also like to see some of the below, but this is not essential:
Rockwell Studio5000.
Rockwell ControlLogix Control Systems (Hardware & Software)
Fieldbus configuration and implementation.
Siemens WinCC OA (Open Architecture) development experience.
Understanding of IEC 61131.
C#/C++ Programming.
Understanding of Functional Safety (BS EN 61508, 61511 or 62061).
Experience of C&I Configuration management systems and change control.
Software testing and verification.
Experience within defence, maritime, aerospace, or a similarly regulated industrial sector.
Experience with Configuration Management Software.
An understanding of Systems Engineering practices and philosophies (MBSE)
The client is very open to candidates from different backgrounds so please do apply for more information.
Additional benefits
Up to 8% employer pension contribution
Life Assurance
Dental Cover
Cycle to work scheme
Childcare vouchers
Private Medical Insurance
Employee referral scheme"
56,56,"Backend Engineer, Security Infrastructure",Monzo,https://uk.indeed.com/rc/clk?jk=c8f0ff2a7ab7f62f&fccid=73da13d58dc1080c&vjs=3,3.9,London,"£75,000 - £100,000 a year","Securing our critical infrastructure, such as Kubernetes, Cassandra, Kafka, and the AWS services, Data Centres and networks they rely on;","We're looking for a Backend Engineer (Security Infrastructure) to ensure that Monzo's platform and core infrastructure is safe and secure by design.
You'll help us with the following questions and challenges:
Securing our critical infrastructure, such as Kubernetes, Cassandra, Kafka, and the AWS services, Data Centres and networks they rely on;
Providing and managing the foundational infrastructure for other Security and Platform Engineering squads to build upon;
Managing our secrets, keys and certificates to ensure our systems are airtight;
Automating access control and permissioning for our cloud infrastructure.
Here are some of the projects the team have worked on in the past:
Controlling outbound traffic from Kubernetes
Building our secret management platform
Building network isolation for 1,500 services
The role
You'll be responsible for:
Ensuring that our cloud infrastructure and physical data centres are secure;
Building a deep understanding of the security of key technologies such as Vault, Kubernetes, Cassandra, Teleport and AWS and how we can improve them;
Performing threat modelling to mitigate the most important attack vectors against our infrastructure.
Monzo's security team has a wide range of responsibilities. As a bank, we are solving diverse, novel problems to ensure that our customers and their data are secure.
One of the guiding principles of security at Monzo is that security at the expense of user experience is a last resort. We aim to move mountains in the background so that we can build world-class features without compromising on security.
As a Backend Engineer in Security you'd be able to work directly with lots of teams across the company, and we run regular knowledge-sharing sessions so you'll learn heaps about everything; from how banks work to effective communication and the technologies we use.
You should apply if
You have experience in software engineering (we use Go, but we're open to all backgrounds) and you're excited about solving large-scale infrastructure security problems.
You're comfortable securing cloud-based environments and networks, and wrangling with code at this level of abstraction.
You're passionate about security and understand best practices.
You're constantly looking for flaws in systems and can reason about how best to address them.
Logistics
Salary ranges between £75,000 - £100,000 plus stock options and other benefits.
We can help you relocate to London & we can sponsor visas.
This role can be based in our London office, but we're open to distributed working.
We have payroll set up in four countries: the UK, Ireland, and France. Right now, we can only hire people who work from those countries and we'll keep this updated with new ones as we expand and are able to hire from more places
We offer flexible working hours and trust you to work enough hours to do your job well, at times that suit you and your team.
Diversity and inclusion is a priority for us – if we want to solve problems for people around the world, our team has to represent our customers. So we need to attract the best talent and create an environment that supports and includes them. You can read more about diversity and inclusion on our blog.
If you prefer to work part-time, we'll make this happen whenever we can - whether this is to help you meet other commitments or strike a great work-life balance.
Our interview process is normally an initial phone interview followed by a take-home task and call to discuss it (or alternatively a paired-programming exercise), if successful you will move to a final round of 3 separate interviews conducted via hangouts. We promise not to ask you any brain teasers or trick questions. We might design a system together on a whiteboard, the same way we often work together, but we won't make you write code on one.
Equal Opportunity Statement
At Monzo, embracing diversity in all of its forms and fostering an inclusive environment for all people to do the best work of their lives with us. This is integral to our mission of making money work for everyone.
We're an equal opportunity employer. All applicants will be considered for employment without attention to ethnicity, religion, sexual orientation, gender identity, family or parental status, national origin, veteran, neurodiversity status or disability status.
What is Monzo about?
We're a bank on a mission to make money work for everyone. By focusing on solving real problems rather than selling financial products, treating people fairly and being totally transparent, we believe we can make banking better.
Monzo started in 2015 with big plans and a little office in Shoreditch, London. Now we're a fully-licensed bank with millions of customers in the UK, and well over a thousand employees around the world.
#LI-Remote
#LI-TT1"
57,57,Graduate Software Engineer / Developer,Client Server,https://uk.indeed.com/rc/clk?jk=5b7a95a1df69466f&fccid=892c145157842ceb&vjs=3,4.0,London,"£40,000 - £50,000 a year",As a Graduate Software Engineer / Developer you could join an R&D team that specialise in developing projects on the backend stack including building new…,"Graduate Software Engineer / Developer (Go C++ Java Python Rust R&D) *Remote Interview WfH*. Are you a bright, enthusiastic technologist Graduate Software Engineer? You could be progressing your career at a fast growing Cybersecurity company that has experienced great success in the last few years, winning multiple industry awards for their ground breaking technology.

As a Graduate Software Engineer / Developer you could join an R&D team that specialise in developing projects on the backend stack including building new features, optimising performance and ensuring scalability of the core platform, mainly using Go / Golang in conjunction with other languages such as C / C++ or you could join a more web focussed team using JavaScript and modern frameworks.

The company prides itself on innovation; you'll be keen to keep up to date with new and emerging technologies and trends. You will receive training and mentoring from a senior developer and be supported to reach your full potential.

There's currently a remote interview and onboarding process as well as the ability to work from home; in the coming months you'll join colleagues in the Uxbridge office 1-2 days a week (or more if desired); the company can help with relocation.

Requirements:
You have a record of academic achievement, having received a 2.1 or above in a STEM discipline; Computer Science, Physics or Mathematics preferred from a top tier university
You're familiar with a range of development languages with strong skills in at least one of the following (ideally more!): Go, C, C++, Java, JavaScript, Python, Rust
You're keen to develop your skills and be an integral part of an impressive R&D technology led company
You're collaborative and have great communication skills

As a Graduate Software Engineer / Developer you will earn a competitive salary (to £50k) plus benefits.

Apply now or call to find out more about this Graduate Software Engineer / Developer opportunity."
58,58,Platform Software Engineer - 95% Remote,JJH Talent Recruitment Ltd,https://uk.indeed.com/company/JJH-Talent-Recruitment-Ltd/jobs/Platform-Software-Engineer-a0b4649011f0d4e6?fccid=48b4896d85fcd291&vjs=3,,London Remote,"£50,000 - £85,000 a year","We value quality over quantity and our compensation packages reflect that with highly competitive salaries.
You’ll be hands-on and have tangible business impact…","My client has just secured Series A funding from top, tier one venture capital firms and we are ready to grow - come and join our exciting journey!
*
We are a social impact start-up that helps and inspires a generation of over 50s to get more out of life. There are 20m individuals aged between 50 and 70 in the UK and this population is set to boom over the next decade.
*
*
Today’s 50 year olds are fundamentally healthier and more active than ever before, yet are still unrepresented across so many dimensions. We’re here to challenge outdated stereotypes of age in both the workplace and in wider society.
*
*
Since we launch in late 2018, we have successfully built a trusted and respected brand. We have over 750k members, with a target to reach 1 million by Feb of 2022.
Top 5 reasons to join us *
* You’ll be working alongside a team of highly talented engineers whom promote a supportive and open development environment
We are a business with a social conscience and mission, you will be part of a movement and platform that is changing people's lives for the better
We are flexible with remote working, the tech team members will be required once a month at most (London).
Your opinion matters, not just on technology, on everything.
We value quality over quantity and our compensation packages reflect that with highly competitive salaries.
About the role
You’ll be joining a growing platform team to build out and maintain APIs, systems integrations, data processing pipelines, data security and data warehousing. You’ll be hands-on and have tangible business impact from day one. As part of a highly collaborative team, pair programming and issue swarming to deliver requirements and solve problems will be part of your day-to-day activities.
Responsibilities
Ensure we're building highly reusable and maintainable codebase
Ensuring the quality of the codebase considering both functional and non-functional requirements
Work closely with the senior engineering team, product and marketing functions to ensure we're building awesome, business impacting, rich, scalable and secure product lines, products and features
Maintaining and developing the DevOps practice mindset and culture
Skills
Strong knowledge of Javascript and frameworks (node.js, TypeScript, React)
A solid understanding understanding of AWS, terraform, CDK
Strong automation and CI/CD experience
Service-oriented architecture management and integrations (APIs)
Operating in a fast-paced agile environment
Experience using metrics and key indicators as primary benchmarks to produce theories, measuring existing processes and proving improvements at both system and business levels
Experience with python a plus
Technologies and Tools
NodeJS
Npm
Git
Bitbucket pipelines
Pagerduty
Babel
AWS (Cloudwatch, Lamda, SNS, SQS, Aurora, RDA, IAM)
Auth0
Typescript
Python
Docker
CDK
Terraform
Grafana
Is this almost you?
Not sure if you have all the experience we’re looking for but are keen to grow and learn? We’d still love to hear from you!
*
Reference ID: jh162
Expected start date: 04/01/2022
Job Types: Full-time, Permanent
Salary: £50,000.00-£85,000.00 per year
Benefits:
Work from home
Schedule:
Monday to Friday
Work remotely:
Yes"
59,59,Software Engineer,BAFTA,https://uk.indeed.com/rc/clk?jk=040abc4d4ceff93c&fccid=8179a845a4c867b6&vjs=3,4.5,London,"£36,000 - £50,000 a year",Discounted food and drink from members' club.,"BAFTA Tech is looking for a talented Software Engineer to join its team
Role: Software Engineer, BAFTA Tech

Benefits:
Salary: £40-50k
36 days holiday inclusive of bank holidays
Health Cash Plan
Life Assurance
Group Income Protection
8% Pension contribution from employer/5% from you
Discounted food and drink from members' club
Access to members' screening
We are BAFTA Media Technology (BMT), the development arm of BAFTA, the British Academy of Film and Television Arts.
As a team we want to look beyond the horizon and go where others will undoubtedly follow. In this role, you will explore new frontiers whilst designing and engineering transformative products, enabling access to all BAFTA’s services and initiatives. We’re about much more than the red carpet.
We work closely with our stakeholders to provide products that surprise and delight our members, coupled with our work to support the new generation of talent wanting to break through into the film, TV, and gaming industry. The work you will do will positively impact the lives of many.
We believe that the work you’ll do will test the limits of your imagination. The possibilities are significant; at BMT there are many ways to test your creativity and technical capabilities. You will help shape the future of our ceremonies, the voting on our nine global awards, the sustainability credentials of entire industries, and help us progress the careers of many underrepresented groups from across the world."
60,60,Student Scientific Software Engineer - 12 month internship,PerkinElmer,https://uk.indeed.com/rc/clk?jk=a9644c56a69d3d97&fccid=dedb01f1a81e63e6&vjs=3,3.6,Seer Green,"£17,500 a year","You will be writing software test harnesses for development engineers to prove out the system design, writing software programs for use in manufacturing and…","The R&D group in Seer Green consists of a small group of people who are focused on the development of IR & UV Spectroscopy and Thermal instrumentation for materials characterisation. We are a multi-disciplinary team that develop products from concept to shipping.
The instrumentation is mainly opto-mechanical and opto-electronic in nature and uses built in firmware to manage these mechanisms and deliver sampled data to a PC for further processing and display. Much of the PC software has been developed over the last 30 years and is written in a variety of languages.
We welcome applicants studying Maths, Chemistry, Physics or Computer Sciences with an interest in coding.
Job Summary
This is an opportunity to play a full part in the design and development of the software aspects on new, state-of-the-art prototype instruments. You will be writing software test harnesses for development engineers to prove out the system design, writing software programs for use in manufacturing and service and playing a role in verification and troubleshooting. The software languages involved and tools will be mostly C# using Microsoft Visual Studio but other languages such as Python for test harnesses can also be used. You will be working in a small team that mixes highly skilled and experienced scientists and engineers with fellow students.
Role and Responsibilities
As a Student Scientific Software Engineer you will assist in research and development projects conducted within the department. These projects may relate to the development and modification of functional prototype infrared spectroscopy instruments. You will also play a part in problem resolution where systems fail to work as expected. The work is likely to include:
Key Responsibilities:
To be able to translate user requirements into technical specifications, to provide development timelines and schedules for the specifications and deliver software that meets those specifications in a timely manner.
To work within the existing application frameworks to enhance them to provide new capabilities.
To understand how to test our scientific instruments to ensure they meet the required quality and performance criteria and to work with manufacturing to write software that provide tools for component and sub-assembly testing plus automated fully assembled testing.
To help develop algorithms that enhance the capabilities of our instrumentation and turn our data into customer information.
To undertake software troubleshooting including both creative and pragmatic resolutions to problems.
Be willing to work at multiple software levels from high level application features in C# to embedded software development in C/C++ (if skills allow).
To document and conduct planning, technical and bug reviews of design code and of evaluation plans / test results.
Organising and conducting your own daily/weekly work schedule
Participating in teams and meetings.
Education and experience
To qualify, you must have completed a minimum of 2 years of an undergraduate degree in a scientific or related subject at the start of the placement. You will be working towards achieving a 2:1 or above and looking to complete a 12-month placement as part of your degree. We are happy to consider candidates who are graduating this year and would like to use this to gain work experience.
To be successful you will need:
Experience in using C# programming or a similar high-level programming language.
Experience in using Python and or C/C++ is beneficial
Image processing or signal processing experience would be a bonus.
Good numerical and analytical skills
Strong oral and written communication skills
Ability to work in a team and also to work independently where needed
Good problem solving and reasoning skills
Ability to learn and retain new skills
**************
PerkinElmer at Seer Green has a history of taking students for placement years and many have gone on to take permanent roles in the organisation. Students are given stimulating and interesting projects to work on that are of genuine value to the business.
Please apply by submitting a cv and a covering letter outlining what you hope to gain from this placement.
Interviews will be carried out as suitable CVs are received.
Start date will be flexible around your exam dates and availability, Summer 2022. This is a 12 month paid internship at £17,500 pa pro rata.
#UC
#EC"
61,61,Graduate Software Engineer - Multiple Roles,Oho Group,https://uk.indeed.com/rc/clk?jk=e2c0419116cafb10&fccid=ab643851684611c4&vjs=3,,London,"£30,000 - £40,000 a year","Graduate Software Engineers are required to fill mutiple roles across the Finance, Cybersecurity, Video Streaming and Machine Learning sectors.","Graduate Software Engineer - Multiple roles

Graduate Software Engineers are required to fill mutiple roles across the Finance, Cybersecurity, Video Streaming and Machine Learning sectors.

Looking to hire graduates who are skilled in Python, Java, C# and JavaScript. On top of this Graduate Software Engineers who have achieved a 2:1 or higher at university are desired.

If you are looking for a Graduate Software Engineer position and have a willingness to learn and want to be working with some of the top companies in these fields apply now."
62,62,Software Developer,Wellcome Sanger Institute,https://uk.indeed.com/rc/clk?jk=13cb6b9c01efd48c&fccid=f824dd84017005a5&vjs=3,3.8,Hinxton,"£34,460 - £40,939 a year","A sound understanding of software lifecycle delivery and development methods.
Knowledge and experience with modern software development practices, including…","The Opportunity:
We have an excellent opportunity for a Software Developer to join the Cellular Genetics Informatics team at the Wellcome Sanger Institute. If you are interested in actively contributing towards solving real science challenges, being supported in your personal and professional development, and you enjoy working in a friendly and fast-paced environment, then this may be one of those once in a lifetime opportunities - and we are looking for someone like you!
About Us:
The Cellular Genetics Informatics team provides efficient access to cutting-edge analysis methods, environments, bespoke software solutions and pipelines for the Cellular Genetics Programme, which leads and is involved in a number of world-class research initiatives. We also work with large amounts of single-cell, multiomics, and spatial data to provide informatics support for the Programme. The Programme Faculty teams are significant contributors to the Human Cell Atlas and the Human Developmental Cell Atlas; international projects to systematically map all cells in the body across the lifespan. For more information about the HCA project click here.
About the Role:
As a Software Developer you will aid the design and implementation of frontend and backend components for the Programme’s web portals. This includes designing user-friendly interfaces for the staff and partner web portals as well as dealing with RESTful web services and other APIs. Additionally, you will maintain and take ownership for the development of robust, maintainable, and performant software tools and Python packages to meet the current and future needs of the Cellular Genetics Programme.
About You:
You have substantial development experience building intuitive Javascript-based user interfaces solutions as well as backend Python code. This experience includes: work, participation in open source projects or the pursuit of personal coding projects.
You will be expected to be able to work both independently and closely with colleagues to develop software, and to be comfortable communicating directly with scientific researchers as needed. You are an excellent communicator with the ability to build effective working relationships with scientists and supporting decision makers on towards the best solutions for the project.
Please note that no scientific domain knowledge is required for this role, but this is a perfect opportunity if you are interested in learning about the science on campus and bioinformatics. Recent graduates or current students in their final year are also encouraged to apply.
Essential Skills
A Degree in Computer Science, IT or equivalent experience
A sound understanding of software lifecycle delivery and development methods
Experience of using JavaScript and Python
Knowledge and experience with modern software development practices, including version control and workflow management tools such as GitHub/GitLab/etc.
Ability to work within an objective-oriented team
Ability to work with stakeholders external to the development team
Good oral and written communication skills
Ability to prioritise, manage own workload, and deliver agreed activities consistently on time
Ability to understand issues within a code base and take guidance from Senior Developers to assist in the resolution
Self-motivated with the desire to learn and progress in the field of Software Engineering
Other information
Please apply with your CV and a Cover letter outlining how you meet the criteria set out above and in the job description for this role.
Hybrid Working:
We have adopted a hybrid working model to allow for flexibility between office and remote working. We can discuss this further with you at interview stage."
63,63,Software Developer (Java),iBlocks Ltd,https://uk.indeed.com/company/iBlocks-Ltd/jobs/Software-Developer-1640e576615e5539?fccid=811c0db127251c9b&vjs=3,,London SE1 3UW,"£50,000 - £70,000 a year","The successful candidate will work on our site in a small team with experienced software engineers.
Projects include Smart Ticketing, Journey Planning, Fare…","iBlocks Limited (iblocks.co.uk) is an established software company building prestigious solutions within the rail and bus industry. Projects include Smart Ticketing, Journey Planning, Fare Calculation, Rail Routing and Delay Repay Automation. Our clients include many of the ‘Big Five’ transport operators and the Rail Delivery Group. iBlocks have been expanding rapidly and have a requirement for experienced developers to join our team. The successful candidates will have an opportunity to help build solutions for the transport industry. iBlocks is part of Tracsis Plc (www.tracsis.com), one of the leading technology companies in the rail industry.
Software Developer - Java
The role will involve the following tasks:
Java Development – Using the IntelliJ IDE to build multi-tier web applications using industry standard libraries and frameworks.
Developing complex business processes.
Building both RESTful and file based interfaces to communicate with integration partners to receive and process industry data. Using design patterns to manage message flow, security, queuing and delivery.
Software Deployment – Using change management and automated testing to ensure delivery of a quality solution. Solutions are deployed to Amazon Web Services cloud infrastructure using facilities such as auto scaling and load balancing to provide both performance and resilience.
Database Development – Design and usage of SQL based databases to deliver high performance replicated services to our clients.
Working in an Agile environment – Take part in regular scrum meetings and stand-ups and use the JIRA tool to manage your tasks.
The successful candidate will work on our site in a small team with experienced software engineers.
Candidate Profile
You should have a good Computing degree from a recognised institution and have good experience using a Java enterprise application server to build RESTful services (minimum 2 years). Data will be retrieved using the JPA framework. You will be deploying scalable solutions to the AWS cloud. We would love to see the following experience:
Java development with an enterprise application server such as Wildfly.
RESTful service development with some understanding of Swagger/Open API
CDI Injection and Eventing
JPA / Hibernate experience + SQL (MySQL)
Code tools: Maven, Git, JUnit, JIRA and IntelliJ IDE
Some Docker, Kubernetes or AWS experience would be helpful. This is mainly a back-office role, but some experience of the modern Angular framework will be useful. No industry experience is necessary.
Benefits of working for iBlocks
Annual leave 23 days plus bank holidays
40 hours per week
Annual Christmas bonus
Flexi time
Pension
Essential
All applicants must be eligible to live and work within the UK, ideally within commutable travel distance of the head office in Central London.
To apply:
If working for iBlocks sounds like the great career move you want, we look forward to receiving your C.V. and having an initial conversation. We welcome C.V’s from all members of the community. iBlocks and Tracsis are committed to promoting a diverse and inclusive community.
GDPR Privacy Notice
During the recruitment process, Tracsis collects and processes personal data relating to job applicants. Tracsis is committed to being clear and transparent about how it collects and uses that data and to meeting its data protection obligations. We will use this information for progressing applications in view of offering employment, assessing your suitability, or to fulfil legal or regulatory requirements if necessary. We will not share any of your information to any third parties for marketing purposes.
CV’s received from agencies at this time, unfortunately will not be considered.
Reference ID: Tracsis - iBlocks
Job Types: Full-time, Permanent
Salary: £50,000.00-£70,000.00 per year
Additional pay:
Yearly bonus
Benefits:
Casual dress
Company events
Company pension
Flexible schedule
Schedule:
Monday to Friday
Education:
Bachelor's (preferred)
Work remotely:
No"
64,64,Software Engineering Internship 2022,Gearset,https://uk.indeed.com/company/Gearset/jobs/Software-Engineering-Internship-d3e2edbdb7485c40?fccid=5e59d50f728cbb64&vjs=3,5.0,Cambridge,£425 a week,"*You must be a current student studying for a Bachelor’s or Masters degree.*.
*This is not a role that we can provide visa sponsorship for.*.","We know what a good internship looks like—lots of our developers started out as interns. We strongly believe that internships should be about doing real work and making a real difference from day one, not watching other people do things.
At Gearset, you'll be a fully fledged member of the development team and work on real features, right the way through from their design, to developing them, to releasing them to our users. The features you build will make thousands of businesses around the world more effective.
When you join Gearset you'll have a dedicated mentor to help you through your internship, make sure you're getting as much out of it as possible, and (perhaps most importantly) make sure you're having a great time. You'll have the opportunity to learn from a passionate, experienced development team, as well as working with design, marketing and usability experts—and we'll have the opportunity to learn from you too!
*
Please note the following: *
You must be based in the UK for this role.
You must be a current student studying for a Bachelor’s or Masters degree.
This is not a role that we can provide visa sponsorship for.
You'll be a good fit if you:
Want to gain experience working as part of a world-class development team at a successful startup
Want to learn how to extend and maintain a heavily used web app with 99.99% up-time while doing tri-daily releases, and help contribute to the continual improvement of our devops process
Are at least a year into a university degree in a relevant discipline (or will be by July 2022)
Can write code and solve complex problems
Like to write well-structured, testable code, with a focus on simplicity and maintainability
Care about quality—not only of the code you write, but of the product you're building
Are interested, even if not experienced, in both frontend and backend development—we build a hosted web app and you'll be building full features, from the database layer all the way up to the client-side UI
Enjoy working with a collaborative team of varied disciplines, including developers, designers, marketers and salespeople
Have an enthusiasm for working directly with users to build and deliver the right features
Are open minded, motivated, and have an innate desire to learn and improve
Working at Gearset, you will:
Collaborate with the rest of the development team (as well as designers, marketers and salespeople) to spec, design and build new features end-to-end
Maintain and extend existing features
Learn from, and share your experience with, a great team - alumni of Microsoft, EA and Cambridge University to name a few
Become familiar with a pragmatically-chosen tech stack, including a mix of cutting-edge and proven technologies such as Docker, AWS, C#, and TeamCity
Work closely with users, delighting them with support, researching new features and soliciting feedback
Contribute opinions on a range of topics, from development practices to product strategy and roadmap
Nice to haves:
Familiarity with C# and JavaScript, or similar languages
A link to a great example(s) of code you've written (e.g. GitHub)
Experience with relational databases such as PostgreSQL
Practicalities & Benefits:
You'll work 40 hours per week, Monday to Friday and be based in our Cambridge office.
The internship will start in July 2022 and you'll stay with us for 10 weeks.
You'll be paid £425 per week
Gearset has a relaxed, professional atmosphere with no dress code
Flexible working hours
Free lunch in the office
Please note:
All applications will be reviewed from October 2021 and interviews will start from October 2021 and last until all of the positions have been filled.
Job Type: Internship
Salary: £425.00 per week"
